cc,nullReferences
10,1
1,0
4,2
7,2
2,0
5,0
13,8
9,5
10,15
3,2
1,0
9,4
3,0
1,0
8,3
1,0
5,8
1,0
11,8
57,25
1,0
7,1
9,1
58,29
21,2
14,2
4,0
13,12
13,12
31,14
1,0
142,92
4,2
17,2
14,6
38,17
7,5
26,8
5,3
60,21
1,0
104,88
160,55
3,2
24,14
103,27
7,1
4,0
4,0
29,15
7,2
38,16
3,1
12,4
3,0
20,9
15,8
2,0
3,1
10,4
10,4
3,1
5,0
1,0
40,9
51,41
36,24
9,7
5,0
16,13
1,0
4,2
13,11
1,0
1,0
5,2
28,6
3,2
6,5
1,0
1,0
24,15
5,3
5,0
92,53
1,0
7,1
1,0
22,4
1,0
1,0
13,5
9,5
20,15
1,0
1,0
2,0
9,7
1,0
5,1
1,0
7,6
1,0
2,0
3,1
14,4
26,16
1,0
1,0
1,0
3,0
14,4
9,1
10,0
12,3
4,4
10,4
1,1
42,13
1,0
12,10
1,0
2,2
3,2
5,1
4,1
4,2
5,3
33,12
17,7
2,0
3,0
29,22
9,2
3,0
3,2
7,0
1,0
1,0
1,0
1,0
2,0
1,0
18,5
1,0
2,1
2,1
1,0
3,0
4,1
3,0
4,0
4,1
16,6
3,1
8,1
5,2
79,64
2,1
6,1
8,3
4,2
4,1
7,1
54,9
22,1
11,5
4,0
18,4
1,0
12,3
38,6
56,14
51,27
3,2
40,20
1,0
15,2
4,1
1,0
2,1
12,1
10,4
25,17
45,30
4,3
10,1
5,1
57,36
2,0
59,29
1,0
24,11
16,10
10,6
38,15
10,6
11,4
19,5
15,18
8,2
13,1
1,0
33,4
12,3
28,13
1,0
4,3
1,0
2,0
4,3
2,0
11,5
4,3
1,0
4,3
2,1
9,1
18,4
3,0
10,7
41,10
22,14
5,2
16,2
22,2
63,15
20,7
1,1
8,1
4,5
3,2
4,3
7,6
3,3
3,2
4,5
1,0
6,2
1,0
13,2
13,7
1,1
6,3
6,0
1,0
3,1
5,1
6,1
1,1
5,4
75,7
1,0
3,2
3,1
10,3
10,5
8,2
40,10
35,16
4,1
10,3
2,0
18,6
1,0
1,0
30,15
8,1
19,8
5,1
1,0
1,0
3,2
51,22
2,0
15,4
1,0
14,11
10,0
3,0
7,2
3,3
39,25
11,11
23,9
12,9
8,5
7,5
12,4
14,11
1,0
2,1
1,0
1,0
1,0
1,0
47,21
14,5
19,7
66,45
18,12
4,0
1,0
37,11
18,0
15,17
3,0
3,2
2,1
6,1
3,2
8,3
1,0
14,15
1,0
2,0
14,7
5,0
5,2
5,0
11,7
101,61
3,1
1,0
1,0
13,5
1,0
4,1
7,5
25,7
45,20
1,1
1,0
24,5
3,4
18,7
21,19
4,0
1,0
6,4
168,103
1,1
10,2
64,29
14,4
3,0
10,4
1,0
12,4
33,4
1,0
10,4
1,0
2,0
33,20
9,6
7,3
15,4
51,50
3,0
1,0
11,3
4,4
26,15
26,16
2,1
44,18
1,0
8,6
4,2
27,9
32,19
10,6
15,7
8,5
7,4
1,0
4,0
2,3
2,2
31,18
2,3
1,0
1,2
1,2
10,4
1,3
33,20
1,0
3,2
1,1
5,1
3,2
2,1
4,1
1,0
1,0
1,0
1,0
6,1
1,1
2,2
12,6
4,1
1,0
18,4
6,4
10,1
3,2
4,2
3,7
1,0
1,0
4,1
27,16
4,1
22,5
2,1
3,2
1,0
2,1
2,1
5,4
1,0
1,0
1,0
1,0
1,0
1,0
2,1
3,2
2,1
3,0
4,2
11,4
18,7
3,3
6,1
2,0
6,2
56,13
1,0
3,0
6,4
2,0
4,1
21,2
9,3
1,0
2,0
1,0
1,0
2,2
18,8
35,29
1,0
7,4
7,5
9,4
5,1
24,16
5,3
55,25
1,0
3,3
17,7
34,20
4,2
29,20
7,3
6,4
1,0
34,6
27,13
1,0
39,23
7,2
8,3
12,13
24,5
4,2
2,0
4,4
33,23
19,9
1,0
3,0
41,20
1,0
2,0
3,2
1,0
1,0
1,0
5,0
1,0
1,0
10,6
12,7
13,4
1,0
2,0
20,16
9,1
4,2
4,0
8,11
1,0
1,0
1,0
1,0
22,18
7,4
1,0
22,19
34,9
67,12
7,3
1,0
28,22
9,6
1,0
1,0
7,2
5,4
7,1
6,4
6,4
11,8
7,6
5,2
7,2
7,2
1,0
6,1
11,9
1,0
11,7
21,10
20,16
6,1
27,14
12,2
1,0
7,1
18,5
3,0
1,1
95,42
10,0
71,15
121,29
117,24
179,57
3,0
1,0
1,0
8,4
6,3
8,4
4,3
12,7
8,4
1,0
20,13
109,29
190,15
3,1
6,4
42,19
19,19
8,3
3,2
11,1
1,0
1,0
5,1
4,1
1,0
1,0
11,5
11,1
10,5
1,0
19,8
52,10
1,0
1,0
57,3
1,0
2,0
170,37
103,5
1,0
4,3
1,0
104,30
1,0
3,1
4,1
1,0
16,4
176,37
1,1
1,0
1,1
1,1
3,1
3,1
1,1
1,1
1,0
1,1
1,1
1,1
1,0
1,1
1,1
1,1
3,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
3,1
1,1
3,1
1,0
1,0
2,0
14,6
1,0
1,0
18,9
1,0
8,1
1,0
1,0
35,10
1,0
20,7
1,0
240,74
27,19
1,0
1,0
1,0
1,0
1,0
1,0
14,3
8,1
1,0
5,7
1,0
8,1
1,0
7,3
125,68
2,0
80,27
3,0
85,42
1,0
4,3
8,6
7,3
5,2
7,3
6,3
12,3
1,0
8,5
8,3
6,5
7,3
13,3
8,3
3,1
7,3
13,7
15,5
3,0
4,3
34,5
1,0
3,1
1,0
1,0
3,1
3,1
3,1
38,1
22,3
3,1
3,1
1,0
3,1
1,0
3,1
3,1
3,1
1,0
3,1
3,1
14,6
4,0
13,2
1,0
5,2
1,0
1,0
5,2
8,2
30,1
19,3
1,0
2,4
10,2
5,2
6,2
15,6
9,2
1,0
6,2
21,2
1,0
1,0
1,1
1,0
1,0
14,2
12,2
14,2
7,1
1,0
1,0
14,2
10,2
1,0
1,0
14,2
12,2
1,0
28,2
6,2
13,1
5,2
6,2
5,2
9,2
1,0
10,2
1,0
5,2
14,4
1,0
1,0
7,2
14,2
6,2
5,2
6,2
1,0
5,2
6,2
1,0
10,2
16,2
10,2
7,2
5,1
1,0
13,2
7,2
7,2
14,2
5,2
1,0
1,0
1061,2
11,2
3,4
3,0
5,4
1,0
3,0
3,0
9,6
3,4
1,0
3,0
3,0
11,1
10,6
1,0
7,4
1,3
1,0
1,0
9,4
108,8
9,5
32,18
820,127
221,33
2,2
178,42
43,13
147,109
69,21
11,6
19,2
111,41
56,5
9,0
9,0
1,0
205,39
5,0
1,0
10,1
5,1
466,0
7,0
2,0
4,1
1,0
7,0
1,0
26,2
6,2
487,57
205,39
4,3
3,0
3,0
3,0
3,0
3,0
3,0
4,1
6,0
2,0
3,0
5,1
2,0
2,0
2,0
2,0
4,0
3,0
2,0
3,0
3,0
4,0
2,0
3,0
3,0
5,0
3,0
3,2
4,1
7,0
4,2
6,1
3,0
3,1
3,1
2,0
7,1
9,2
35,9
18,12
3,1
1,0
5,3
19,13
12,5
19,3
1,1
3,0
11,8
10,2
1,0
6,0
5,1
3,0
1,0
5,4
1,1
4,3
1,0
2,0
3,0
1,1
1,1
4,3
7,1
3,0
1,0
18,2
2,0
17,4
107,40
119,30
2,0
2,0
3,0
10,10
5,1
1,0
8,7
8,7
12,7
2,1
21,6
2,0
65,8
6,2
12,8
1,1
1,0
3,0
12,1
7,3
16,15
1,1
1,0
10,4
3,0
1,0
3,0
1,0
3,0
1,0
1,1
3,0
1,0
1,1
1,0
16,4
1,0
3,0
5,0
1,1
7,0
1,0
11,9
14,7
2,0
1,0
12,5
6,3
2,0
5,4
1,0
1,2
5,1
2,0
1,0
1,0
1,0
9,6
6,7
5,1
1,1
1,0
3,0
7,6
1,1
1,0
3,0
4,0
11,8
10,6
8,1
3,0
1,1
1,0
1,1
1,0
3,0
53,17
23,2
1,0
3,0
1,0
1,0
53,0
1,0
1,0
5,0
140,72
53,31
2,1
9,3
140,47
65,24
9,5
92,26
64,39
22,23
4,0
1,0
358,183
69,33
104,25
20,0
19,1
1,0
5,2
1,0
55,20
174,37
10,1
97,38
10,0
72,3
1,0
2,0
7,3
1,0
1,0
2,0
103,31
53,36
26,8
1,0
8,0
5,0
22,9
8,2
20,9
116,43
76,10
1,0
1,0
2,0
5,0
4,4
7,47
8,3
409,100
4,4
1,0
18,11
45,2
5,3
67,37
43,16
11,12
26,7
4,4
15,2
8,4
1,0
2,0
1,0
3,0
2,0
2,0
1,0
4,0
1,0
1,0
8,1
10,0
1,0
2,1
4,0
50,22
15,16
4,2
5,1
4,2
6,4
6,6
1,0
1,0
8,3
1,1
8,7
9,4
6,5
11,7
5,4
8,3
7,4
54,24
2,1
4,2
179,92
1,2
58,48
7,1
15,5
17,10
11,4
9,2
52,21
6,5
1,0
5,3
96,60
2,1
4,4
9,6
14,6
2,3
14,14
6,4
7,3
10,3
6,4
60,22
6,4
1,0
5,3
81,38
1,0
1,0
52,25
2,0
108,40
14,3
9,5
19,8
46,21
1,0
8,2
10,6
12,10
3,1
1,0
1,2
57,29
3,1
10,2
2,1
69,28
40,16
37,14
220,116
56,31
79,34
18,12
14,14
9,4
51,33
12,5
5,2
1,0
1,1
9,6
5,0
1,3
1,0
2,12
1,5
1,2
1,0
2,4
2,3
2,3
2,1
8,9
3,9
1,0
2,3
2,3
10,3
4,3
3,6
9,8
4,9
3,5
5,6
6,8
5,8
4,11
9,6
9,6
8,5
7,6
10,9
8,14
3,5
3,5
3,3
3,8
6,6
4,4
7,6
4,7
9,12
4,6
3,4
4,4
13,6
3,7
7,5
1,0
8,2
6,6
3,4
8,9
4,4
10,11
6,5
16,21
6,5
3,3
5,8
4,4
4,0
3,2
5,1
7,0
84,23
50,5
5,0
15,6
65,15
3,2
1,0
7,1
1,0
1,0
11,4
6,3
11,4
1,0
30,22
29,15
15,5
1,0
14,2
2,2
77,29
3,2
7,3
4,1
1,0
3,1
28,22
77,31
2,4
12,6
22,9
1,0
8,4
10,6
1,0
1,0
1,0
21,7
1,1
1,0
6,2
1,0
13,7
1,0
1,0
1,0
7,18
1,5
9,77
1,0
9,9
8,25
1,0
6,4
1,2
5,8
1,1
158,274
1,2
1,0
1,0
4,1
2,0
6,2
1,0
4,2
1,0
7,5
51,17
1,1
40,33
68,55
1,0
6,4
8,2
1,0
9,4
11,1
1,0
1,0
3,2
5,0
8,3
1,0
1,0
1,0
1,0
17,12
8,7
7,1
1,0
5,3
1,0
1,0
1,0
1,0
7,2
1,0
2,0
1,0
1,0
1,0
1,0
6,1
3,0
7,2
6,1
1,0
12,7
7,2
1,0
1,0
1,0
3,0
13,7
14,14
14,3
2,0
3,3
1,0
4,1
4,2
10,0
15,1
1,0
12,1
16,1
1,0
16,3
1,0
1,0
1,0
1,0
25,6
15,2
1,1
11,1
23,2
15,0
5,3
21,3
1,0
2,0
10,4
1,1
6,0
3,1
63,3
1,0
14,0
34,3
3,0
20,1
14,0
16,1
57,12
8,5
3,0
59,4
1,0
1,2
1,0
1,2
1,2
1,3
1,0
1,0
5,0
1,2
1,0
1,0
2,1
1,2
1,2
1,3
1,2
2,1
1,3
1,2
1,3
2,0
2,0
1,3
3,1
1,2
1,1
1,2
1,2
1,0
1,2
1,3
1,2
1,2
1,2
1,0
1,3
1,0
1,0
1,3
2,0
1,3
1,2
1,3
1,2
3,1
1,2
1,2
2,1
1,3
1,2
1,2
1,3
1,1
1,0
18,8
1,2
1,2
2,2
1,3
1,3
1,2
1,3
1,0
1,3
1,2
1,2
8,2
1,0
1,2
1,0
1,2
2,1
1,2
1,2
1,3
4,1
1,2
1,0
3,1
1,3
5,0
4,1
1,3
1,3
1,0
1,2
1,3
1,2
3,0
1,3
14,10
1,3
1,3
8,2
15,2
1,0
1,0
2,0
1,53
1,0
177,74
1,3
35,13
1,0
1,0
42,15
1,0
38,9
4,2
161,75
21,13
4,1
3,1
2,0
2,5
6,6
1,0
33,23
1,0
1,0
92,50
2,0
2,2
6,2
1,0
2,1
4,1
8,2
10,5
4,2
2,0
77,52
3,4
31,17
20,13
57,18
1,1
3,1
8,2
4,2
55,30
1,0
4,1
1,0
7,6
3,0
24,13
42,16
1,0
1,0
2,0
10,4
8,7
35,12
1,1
1,1
5,1
1,0
9,4
1,1
12,9
3,1
3,1
1,0
1,2
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,1
1,0
1,0
2,2
14,4
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,1
1,0
1,0
1,0
2,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
3,0
6,2
5,0
1,0
1,0
1,0
1,0
5,0
1,0
4,0
1,0
1,0
1,0
6,2
3,1
1,2
3,1
1,0
1,0
2,1
2,0
3,2
1,0
13,5
1,0
6,0
5,1
7,4
2,1
2,1
2,2
1,2
4,0
1,0
1,2
4,2
2,1
1,0
1,2
27,12
1,0
1,2
7,3
1,0
4,4
1,1
1,1
1,0
9,2
4,2
1,1
11,8
1,0
1,0
1,1
3,2
1,0
4,0
4,1
8,0
1,0
1,0
1,1
3,0
1,1
5,1
3,0
1,0
1,0
2,1
7,5
1,1
3,0
2,1
1,0
1,0
1,0
2,0
12,0
3,2
1,0
1,0
2,0
1,1
1,0
8,6
1,0
10,1
2,1
2,1
1,0
1,0
1,0
1,0
1,0
1,0
2,0
5,3
1,0
2,0
2,0
3,0
1,0
1,0
1,0
1,0
1,0
3,1
2,0
62,21
1,2
25,9
2,0
4,1
1,0
6,2
2,1
3,1
2,0
1,0
3,2
14,6
5,4
4,2
2,0
2,0
1,0
1,0
1,0
3,1
2,0
2,0
4,2
2,0
6,0
8,2
8,2
6,0
7,0
5,1
2,0
3,1
4,4
1,0
3,1
1,0
3,1
1,0
6,1
7,2
1,0
6,4
8,2
6,1
3,1
2,1
8,2
5,2
13,2
5,3
5,3
7,3
2,0
6,1
2,0
1,0
1,0
2,1
2,1
1,0
6,0
7,0
1,0
11,5
5,3
18,7
1,0
7,0
2,0
15,5
11,3
5,4
5,1
1,0
2,0
9,5
2,0
1,0
2,0
1,0
2,0
30,24
1,0
10,5
37,7
14,7
1,0
1,0
1,0
1,0
1,1
1,1
1,4
1,0
1,0
1,11
30,8
1,0
5,1
1,1982
2,2365
1,0
2,16
1,0
2,1849
1,0
2,1176
1,0
1,0
1,0
1,0
1,0
2,12
1,0
1,0
2,286
1,0
2,24
5,1
2,2365
2,0
1,0
2,0
2,0
4,1
1,1
3,4
1,1
6,4
1,0
2,2
1,2
5,2
2,2
2,2
12,14
1,0
12,0
17,13
1,0
1,0
2,1
10,7
2,1
4,0
1,0
4,0
1,0
4,0
1,0
1,2
2,1
4,2
5,1
1,0
2,1
1,0
1,0
6,1
3,2
1,0
4,3
10,1
6,1
5,4
1,0
3,4
1,2
1,0
6,4
3,2
2,1
5,1
12,10
1,3
1,0
1,0
1,0
3,2
1,2
8,1
1,2
1,0
11,1
1,0
7,1
1,0
1,0
1,0
3,1
3,0
1,2
1,0
6,1
1,0
11,1
1,0
11,2
5,0
2,0
1,0
1,0
1,2
1,2
4,3
1,3
5,1
3,1
3,2
1,0
4,2
1,0
1,0
2,0
2,0
2,0
1,0
1,0
1,0
1,1
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
3,2
3,1
1,1
1,1
3,0
1,0
1,0
5,1
2,0
2,1
1,1
1,0
3,0
3,2
1,0
1,1
1,0
1,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
3,0
1,0
5,2
1,1
4,0
1,1
1,0
1,0
2,0
2,0
2,0
4,0
1,0
1,1
5,2
1,1
1,0
2,0
3,0
1,1
3,1
3,0
6,0
1,0
4,0
1,0
1,0
1,0
1,0
3,2
17,7
1,0
32,2
3,2
2,2
1,0
1,0
1,0
1,0
1,2
1,0
1,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
4,1
6,1
2,1
1,0
1,0
2,1
2,0
11,3
12,13
1,0
2,1
1,0
1,0
3,2
2,2
2,1
4,2
9,1
1,0
3,1
1,0
2,2
1,0
3,1
6,1
8,3
5,1
1,0
1,0
3,2
2,0
1,0
4,1
4,1
1,0
22,3
1,0
1,1
1,1
1,0
1,0
2,1
1,0
1,0
5,2
1,0
4,1
5,1
5,1
2,1
1,0
3,1
2,1
1,0
2,1
3,1
4,2
2,1
26,4
1,1
1,1
1,1
11,8
1,1
1,1
1,1
1,1
1,0
5,5
1,1
1,1
17,7
1,1
1,1
1,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
9,6
3,0
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,1
1,1
1,0
1,1
15,8
1,1
1,1
1,1
1,1
1,1
1,1
1,0
1,1
1,1
3,0
1,1
1,1
5,5
5,5
17,7
1,0
1,0
1,0
1,0
4,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,0
1,0
1,0
1,0
1,0
1,0
1,1
1,1
17,2
1,1
1,1
1,1
1,1
1,0
1,1
5,5
1,1
1,1
1,1
1,1
1,1
1,1
5,2
1,1
1,1
1,1
1,0
1,1
16,8
7,4
11,8
8,3
1,1
1,1
1,1
6,6
2,0
1,1
1,0
18,9
1,0
1,0
9,3
1,0
1,0
1,1
4,3
7,1
1,0
1,0
1,0
1,0
8,2
28,22
1,0
1,0
9,2
1,0
7,2
1,0
6,1
2,0
63,30
5,0
1,0
1,0
1,0
6,2
2,1
95,32
1,0
24,9
2,0
2,0
1,0
2,0
1,0
6,4
2,0
13,3
14,7
1,0
1,45
1,0
1,0
1,0
2,4
1,0
4,4
3,3
2,2
1,0
3,0
5,8
2,2
1,0
9,1
47,27
1,0
4,2
20,19
3,1
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
4,4
1,0
1,0
14,6
1,0
1,0
1,0
1,0
1,0
3,0
1,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
1,0
1,0
1,0
1,0
9,2
3,2
1,0
1,0
1,0
1,0
1,0
1,0
3,1
1,0
1,0
9,1
1,0
1,0
2,1
1,0
1,0
1,0
1,0
1,0
1,0
15,4
2,0
1,1
1,0
1,0
1,0
4,1
1,0
1,0
1,0
4,1
1,0
1,1
1,0
1,1
11,2
1,1
1,0
1,0
1,0
4,3
1,0
11,4
3,0
1,0
11,1
1,0
1,1
1,0
31,10
1,0
1,0
4,1
1,1
1,0
1,0
1,0
1,1
7,6
1,0
1,0
4,0
1,0
7,0
1,0
1,0
1,0
2,0
1,0
1,0
1,1
1,0
1,0
1,0
1,0
3,0
4,2
1,1
1,0
3,1
1,0
3,1
8,2
1,0
5,0
1,0
5,0
2,0
1,0
11,9
12,4
21,12
1,0
1,0
5,0
9,2
1,0
1,0
1,0
1,0
1,0
1,0
96,51
1,0
7,0
15,6
5,1
9,3
17,4
2,0
14,3
3,0
4,2
3,1
2,1
1,0
2,0
2,1
1,0
2,1
2,1
1,0
1,0
3,5
1,0
14,6
1,0
1,0
5,1
1,0
1,0
19,8
1,1
3,3
1,0
1,0
16,5
1,0
2,0
1,0
1,0
75,46
6,4
9,5
8,6
6,1
1,0
4,1
6,2
6,2
1,0
1,0
1,0
6,3
2,1
31,12
74,18
4,4
7,2
1,0
15,5
6,2
11,6
47,48
38,12
31,19
16,3
1,0
4,4
20,11
2,0
5,0
3,3
4,4
6,1
9,10
7,12
5,0
24,3
9,5
11,6
3,3
7,0
1,1
9,5
9,4
14,3
3,1
3,1
2,2
5,4
38,3
14,3
3,1
9,4
24,7
1,0
11,0
52,8
5,0
108,9
1,0
3,0
73,24
17,1
1,1
8,2
11,3
1,1
2,3
2,2
1,1
1,1
1,1
6,0
11,2
31,0
3,0
13,1
5,0
16,0
4,2
4,2
25,2
27,0
3,1
44,22
8,7
4,1
3,0
4,0
2,0
14,5
13,5
3,1
3,2
3,0
5,2
3,1
9,2
2,0
4,0
12,0
3,0
3,3
2,1
2,1
5,7
9,1
3,0
3,1
2,0
3,0
11,1
3,0
5,3
8,0
5,5
3,0
33,2
7,0
5,13
16,27
78,60
8,18
2,7
27,17
4,31
2,11
28,4
4,0
2,0
26,15
8,0
4,2
13,9
49,22
1,0
2,2
3,0
16,7
9,3
3,2
1,0
3,0
2,0
7,0
19,11
9,3
10,0
3,0
1,0
1,0
1,0
3,2
2,0
11,5
1,0
2,0
22,5
4,1
1,0
2,1
10,5
2,0
6,0
20,9
9,8
1,0
4,0
3,2
1,0
1,0
3,2
6,4
2,3
1,0
1,0
34,13
1,0
3,2
15,5
12,7
20,3
1,0
10,2
12,1
1,0
3,1
4,3
9,0
12,0
4,2
2,3
1,0
3,0
3,1
2,1
2,0
15,0
2,1
10,6
3,0
14,0
44,9
5,0
14,6
13,5
14,3
5,1
1,26
14,5
7,0
5,0
1,0
5,0
1,0
7,0
19,1
6,0
1,0
8,0
12,0
28,0
5,0
7,4
10,9
1,0
21,7
17,11
58,31
2,2
8,3
7,3
8,4
2,2
5,1
6,5
11,9
21,16
5,4
34,2
10,0
1,1
13,2
31,10
10,4
26,7
10,0
19,11
19,6
37,24
60,28
2,0
27,5
70,27
30,9
2,0
1,0
15,6
43,19
10,10
11,3
16,5
5,0
12,18
2,0
27,22
16,11
4,2
37,12
7,5
38,10
11,8
37,18
3,0
47,22
150,85
1,0
49,17
1,3
10,1
54,20
4,0
14,6
34,26
2,0
9,0
33,34
13,5
37,27
7,6
28,14
49,25
1,0
1,0
79,3
10,0
52,17
57,16
77,46
58,14
84,17
20,9
19,14
7,0
1,0
29,1
22,5
1,0
1,0
47,1
89,7
23,0
57,19
1,0
42,25
10,1
57,4
4,0
45,10
14,3
16,1
10,2
31,2
20,6
3,0
28,20
17,5
22,7
1,0
94,34
4,3
3,0
3,0
3,0
1,0
33,19
5,1
12,5
1,0
8,0
10,3
1,0
28,6
11,8
22,11
20,9
9,0
19,6
1,0
16,1
1,0
89,46
93,38
19,4
37,8
37,14
12,7
45,34
20,6
3,2
1,0
1,9
6,2
1,0
33,24
10,5
1,0
9,7
124,56
27,10
11,6
22,15
41,12
5,5
94,47
29,10
26,6
4,4
53,33
43,20
3,1
13,1
14,4
1,0
1,0
39,3
10,5
133,45
13,1
3,3
9,11
8,3
52,32
1,0
75,7
242,44
1,0
80,31
96,58
7,1
46,9
6,2
10,4
8,5
4,6
139,62
27,11
1,0
10,1
11,5
3,3
3,0
8,2
2,1
16,2
3,1
3,1
1,0
88,49
3,4
21,6
1,0
27,5
21,5
6,6
6,4
1,0
1,0
5,4
1,0
47,24
1,0
1,0
1,1
1,0
1,0
10,0
1,0
100,63
13,9
20,12
54,20
31,36
1,2
38,13
11,8
1,1
2,6
1,7
61,9
3,0
10,5
37,11
15,3
4,0
22,5
7,1
12,4
146,38
12,9
20,23
1,1
2,13
17,10
32,21
1,0
7,1
184,70
8,1
1,0
11,10
66,26
9,2
30,19
1,0
13,5
2,1
31,14
7,2
2,25
6,4
1,0
1,0
1,0
4,3
1,0
2,0
3,0
1,0
10,4
6,2
1,0
1,0
3,0
11,1
1,0
10,6
17,10
16,1
3,3
1,0
2,3
129,42
2,0
6,1
3,0
6,1
28,13
11,1
1,0
2,1
24,11
1,1
2,1
14,14
2,1
46,24
13,6
4,1
5,2
46,13
1,0
15,9
15,13
2,0
1,0
3,4
39,4
9,8
44,11
1,1
19,8
3,0
13,3
3,1
1,0
59,21
1,1
16,13
3,2
4,2
5,4
10,9
39,27
42,29
2,1
1,0
28,25
9,3
35,4
191,117
1,0
22,4
1,0
133,65
10,5
59,23
2,1
3,0
32,16
13,4
1,0
1,0
5,2
9,5
2,1
5,1
1,0
11,4
146,64
1,0
20,5
19,8
35,25
1,0
2,1
4,4
3,2
1,0
1,4
38,11
6,4
17,8
28,6
3,1
14,0
50,36
35,5
3,1
13,6
32,10
5,0
1,0
1,0
5,3
1,0
1,0
10,6
2,1
9,7
10,0
1,0
1,0
1,0
19,12
12,2
1,0
1,0
1,0
1,0
1,0
1,0
1,0
8,0
1,0
1,0
14,5
11,5
1,0
1,0
184,129
12,12
16,4
17,8
10,5
6,4
88,43
11,0
2,2
17,9
1,0
28,12
5,0
1,0
2,1
1,0
15,12
9,5
1,0
4,2
7,2
8,1
4,5
1,0
1,0
9,4
14,16
8,2
16,8
21,11
6,3
55,26
11,4
10,4
16,8
29,11
2,1
1,0
2,1
4,3
2,1
1,0
2,1
1,0
101,53
2,1
11,6
27,20
19,15
54,48
2,0
210,113
2,17
30,10
18,8
50,13
22,9
6,4
1,0
2,0
2,1
1,0
1,0
9,4
9,7
140,75
8,7
8,3
340,122
4,2
44,22
39,15
59,32
7,3
63,30
24,8
1,1
4,5
47,19
1,0
61,28
1,0
37,25
20,13
3,0
5,0
1,1
1,1
5,0
3,0
1,1
3,0
5,0
3,1
5,0
1,1
1,1
5,0
3,0
1,1
3,0
5,0
3,0
1,1
5,0
1,1
5,0
3,0
5,0
1,1
3,0
5,0
3,0
4,2
3,0
1,1
5,0
4,4
3,0
5,0
5,0
1,1
3,0
1,1
3,0
5,0
3,2
5,0
3,0
1,1
12,6
3,0
16,0
1,1
1,1
19,2
2,0
1,0
53,26
71,26
1,0
7,0
22,1
1,0
48,30
4,0
26,1
314,53
7,9
1,0
21,11
7,9
11,12
1,0
4,3
4,3
2,1
165,88
1,0
18,8
7,9
2,3
41,0
61,10
7,9
45,2
5,5
1,0
12,10
1,0
98,48
1,0
10,0
1,0
24,13
26,9
7,5
3,1
159,78
6,4
5,3
8,0
14,7
3,1
19,6
193,58
41,2
24,4
1,0
23,0
7,4
1,0
15,14
2,1
103,70
1,0
3,0
1,0
69,5
1,0
7,9
1,0
1,0
11,12
6,4
3,0
10,11
53,6
15,0
84,56
3,0
1,0
35,5
1,0
41,2
14,7
6,4
5,0
5,4
5,2
9,8
26,20
14,6
17,5
15,7
19,4
61,26
1,0
12,10
3,1
8,4
5,2
11,12
28,5
53,40
6,3
10,2
36,0
4,2
1,0
27,12
62,46
62,46
20,2
13,10
1,0
8,2
20,12
14,6
38,22
8,2
20,12
32,23
64,21
8,3
15,4
8,3
20,2
8,2
34,10
26,12
44,29
26,12
8,2
8,3
21,8
8,2
13,10
14,6
14,6
38,26
47,14
1,0
42,11
20,13
5,487
8,2
1,0
54,18
50,36
13,2
38,18
14,6
20,8
114,8
34,16
46,31
123,92
326,182
22,6
8,3
14,6
40,17
47,14
8,2
128,127
91,5
2,1
4,55
1,0
1,0
9,3
20,12
5,427
62,41
50,36
20,2
1,0
8,2
14,6
38,22
80,8
20,12
32,23
25,10
15,4
8,3
20,2
8,2
34,10
26,12
44,29
26,12
8,2
8,3
21,8
13,10
14,6
14,6
38,26
8,3
1,0
36,11
20,13
8,2
1,0
48,18
50,36
13,2
38,18
14,6
20,8
29,9
46,31
116,92
311,173
22,6
8,3
34,17
45,18
8,2
4,49
71,5
114,111
62,41
50,36
1,0
8,2
14,6
32,19
45,1
20,12
32,23
19,7
21,7
20,2
8,2
53,22
44,29
26,12
8,2
21,8
13,10
38,26
8,3
36,11
50,36
38,18
14,6
20,8
27,8
174,95
21,8
5,247
8,2
9,3
5,176
8,2
16,5
27,14
19,12
14,6
1,0
1,0
8,2
8,3
61,20
1,0
15,5
1,0
13,10
16,2
14,6
14,6
20,12
118,64
29,7
72,24
13,10
14,6
20,8
129,68
1,0
13,10
55,17
86,13
99,96
4,29
9,3
8,3
11,3
39,23
8,2
14,6
13,10
8,2
13,10
42,10
39,21
61,50
20,2
53,27
20,12
28,6
1,0
22,5
51,33
14,6
13,10
8,2
20,13
13,10
20,2
27,11
29,8
13,10
38,22
13,10
51,33
1,0
32,19
85,13
25,20
37,30
1,0
13,10
49,14
8,2
